Unnamed: 0,Issuer.Ticker,Issuer.Name,Sales...1.Yr.Growth,Profit.Margin,Return.on.Assets,Offer.Size..M.,Shares.Outstanding..M.,Offer.Price,Offer.To.1st.Close,Market.Cap.at.Offer..M.,Trade.Date..US.,cusip,Cash.Flow.per.Share,Instit.Owner....Shares.Out.,Instit.Owner..Shares.Held.,Month.Date,Month.of.Quarter,Real.GDP.Per.Capita,OECD.Leading.Indicator,Interest.Rate,Seasonally.Adjusted.Unemployment.Rate,CPI.Growth.Rate,Filing.Term.Price.Range,Priced.Range,Industry.Sector,Industry.Group,Industry.Subgroup,Underpriced,price_1yr,X1_year_return,X1_year_up,actual_date_1yr,days_from_ipo,status,1_Year_excess_return,1_day_excess_return
77,ATER,Aterian Inc,33.4,-95.2,-54.7,36.0,17.5408,10.0,0.0,175.408,6/12/19,02156U101,-1.1,26.8326,21699700.0,6/1/19,4/1/19,57418,99.43025865,3.0,3.689126149,0.019914718,14 - 16,Priced Below Range,5,44,96,0,59.04,490.4,1,2020-06-11,365,success,479.033402064094,0.203757920348813
78,ATKR,Atkore Inc,65.8,20.0,40.1,192.0,62.4584,16.0,0.0,999.334,6/10/16,47649108,12.3,114.891,47473900.0,6/1/16,4/1/16,54334,99.18337219,1.0,4.950735144,0.328436617,20 - 22,Priced Below Range,8,31,49,0,21.27,32.94,1,2017-06-12,367,success,16.8279445799137,0.917518113312521
79,ATOM,Atomera Inc,545.1,-3928.5,-51.7,24.0,11.3232,7.5,7.733333111,84.924,8/5/16,04965B100,-0.5,32.4636,7743780.0,8/1/16,7/1/16,54549,99.24735392,1.0,4.938698083,0.091843011,7.50 - 7.50,Priced Within Range,1,4,4,1,5.09,-32.13,0,2017-08-07,367,success,-45.3827259751754,6.8729834748674
80,ATRC,AtriCure Inc,32.8,18.3,-9.3,55.2,11.9015,12.0,17.33333397,142.82,8/5/05,04963C209,-0.3,105.045,48854600.0,8/1/05,7/1/05,50470,100.3998318,4.5,4.955369401,0.511770727,14-Dec,Priced Within Range,0,22,61,1,6.09,-49.25,0,2006-08-07,367,success,-53.6408264760878,18.0971697697326
81,ATUS,Altice USA Inc,1.9,9.8,1.9,2151.73,246.751,30.0,9.033333778,22112.1,6/22/17,02156K103,6.2,121.565,328636000.0,6/1/17,4/1/17,55057,99.9382068,1.75,4.359433085,0.090711101,27 - 31,Priced Within Range,4,6,97,1,17.14,-42.87,0,2018-06-22,365,success,-56.5409824604642,9.07891196790854
82,AVAV,AeroVironment Inc,12.8,-0.9,0.1,130.985,18.1565,17.0,40.76470566,308.66,1/23/07,8073108,-0.3,95.8338,23948000.0,1/1/07,1/1/07,51492,101.5038509,6.25,4.666318328,0.305252725,14 - 16,Priced Above Range,8,45,98,1,23.59,38.76,1,2008-01-23,365,success,45.9589334463052,40.4105091546023
83,AVIR,Atea Pharmaceuticals Inc,622.4,34.4,1.9,345.0,82.6169,24.0,26.41666603,1982.81,10/30/20,04683R106,-1.0,75.6732,63026400.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,22 - 24,Priced Within Range,0,21,29,1,12.0,-50.0,0,2021-11-01,367,success,-90.5650214932402,27.629621028539
84,AVO,Mission Produce Inc,3.4,5.0,2.7,110.4,70.5509,12.0,15.0,846.611,10/1/20,60510V108,0.6,23.7308,16769200.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,15 - 17,Priced Below Range,0,10,95,1,18.73,56.08,1,2021-10-01,365,success,27.1324166523993,14.4707092179602
85,AVTR,Avantor Inc,15.5,7.7,5.0,3332.7,596.39,14.0,3.571428537,8349.46,5/17/19,05352A100,1.6,98.9465,667102000.0,5/1/19,4/1/19,57418,99.50838434,3.0,3.645931768,0.212875859,14 - 15,Priced Within Range,0,22,32,1,18.28,30.57,1,2020-05-18,367,success,30.8158456084988,4.15516186997621
86,AWK,American Water Works Co Inc,4.0,32.1,5.0,1358.23,165.173,21.5,-4.1860466,3551.22,4/23/08,30420103,7.9,95.108,172933000.0,4/1/08,4/1/08,51923,100.8199384,2.25,5.068677266,0.606477839,24 - 26,Priced Below Range,7,46,99,0,12.2,-43.26,0,2009-04-23,365,success,-4.86312362469932,-4.47603839986737
87,AX,Axos Financial Inc,6.9,33.4,1.4,35.1003,8.29982,11.5,0.0,95.45,3/15/05,05465C100,3.5,84.0314,50418300.0,3/1/05,1/1/05,50068,100.3371414,3.75,5.264626342,0.782064651,13-Sep,Priced Within Range,3,20,100,0,1.8,-84.35,0,2006-03-15,365,success,-91.5618559799624,0.752380727281188
88,AXTA,Axalta Coating Systems Ltd,18.1,5.9,2.8,1121.25,229.069,19.5,6.410256386,4466.85,11/12/14,N.A.,2.5,111.872,246800000.0,11/1/14,10/1/14,53464,100.7732648,0.75,5.911112923,-0.539941794,18 - 21,Priced Within Range,6,14,101,1,27.58,41.44,1,2015-11-12,365,success,39.3072895375935,6.48036806832957
89,BAH,Booz Allen Hamilton Holding Co,6.4,5.5,8.5,273.7,122.722,17.0,13.23529434,2086.27,11/17/10,99502106,5.4,98.3987,130109000.0,11/1/10,10/1/10,50859,99.91560898,0.75,9.89147006,0.042064642,17 - 19,Priced Within Range,0,7,8,1,5.81,-65.82,0,2011-11-17,365,success,-72.0299682766177,13.2140780520684
90,BANC,Banc of California Inc,0.4,22.8,1.1,63.48,0.0,12.0,18.58333397,0.0,8/23/02,05990K106,1.4,98.2349,58628300.0,8/1/02,7/1/02,46936,98.7542201,1.25,5.802988169,0.333148251,12-Dec,Priced Within Range,3,20,100,1,10.99,-8.41,0,2003-08-25,367,success,-15.0432967251729,20.8519562327223
91,BAND,Bandwidth Inc,43.0,-5.5,-2.0,83.26,4.0348,20.0,5.949999809,80.696,11/10/17,05988J103,1.6,109.072,25478400.0,11/1/17,10/1/17,55877,100.3158857,1.75,4.25663681,0.002432469,20 - 22,Priced Within Range,1,5,82,1,47.31,136.55,1,2018-11-12,367,success,127.85503718625,6.03976418035733
92,BANX,ArrowMark Financial Corp,4.2,72.7,2.4,113.125,0.0,25.0,0.0,0.0,11/7/13,861780104,-4.5,28.005,1988180.0,11/1/13,10/1/13,52544,100.6507643,0.75,7.112790148,-0.204242419,25 - 25,Priced Within Range,3,24,37,0,8.93,-64.28,0,2014-11-07,365,success,-80.1011898350408,1.31827720754298
93,BBDC,Barings BDC Inc,90.5,57.4,0.9,71.55,6.68677,15.0,6.666666508,100.3,2/15/07,06759L103,-6.0,51.9687,56558500.0,2/1/07,1/1/07,51492,101.6073514,6.25,4.611606375,0.535036756,15 - 15,Priced Within Range,3,24,37,1,1.88,-87.46,0,2008-02-15,365,success,-81.3095689642956,6.5629071491628
94,BBGI,Beasley Broadcast Group Inc,17.1,-0.5,-1.2,106.175,0.0,15.5,-8.870967865,0.0,2/10/00,74014101,-0.0651732,33.3696,4300370.0,2/1/00,1/1/00,45983,101.1578089,5.24,4.108885838,0.592417062,15 - 18,Priced Within Range,4,6,103,0,170.38,999.21,1,2001-02-09,365,success,1004.56984863098,-9.23364824138363
95,BBIO,Bridgebio Pharma Inc,745.1,-806.9,-64.9,399.5,123.5,17.0,62.05882263,2099.5,6/27/19,10806X102,-3.4,102.645,153438000.0,6/1/19,4/1/19,57418,99.43025865,3.0,3.689126149,0.019914718,14 - 16,Priced Above Range,0,21,29,1,33.2,95.29,1,2020-06-26,365,success,91.0023559159101,61.6765050600693
96,BBW,Build-A-Bear Workshop Inc,61.1,11.4,18.9,172.086,19.5517,20.0,25.25,391.03,10/28/04,120076104,1.8,75.3705,11269500.0,10/1/04,10/1/04,49623,100.5370284,2.75,5.523151518,0.526592944,18 - 20,Priced Within Range,5,17,104,1,19.8,-1.0,0,2005-10-28,365,success,-7.12893826865053,25.0687384968458
97,BCAB,BioAtla Inc,-41.7,-38160.8,-43.8,217.35,31.0716,18.0,72.33333588,559.289,12/16/20,09077B104,-1.8,73.0568,33686800.0,12/1/20,10/1/20,57005,99.71018332,0.25,6.897872332,0.094147847,15 - 17,Priced Above Range,0,21,29,1,19.57,8.72,1,2021-12-16,365,success,-16.4860819054716,72.1560563548368
98,BCC,Boise Cascade Co,44.7,8.9,30.6,284.117,43.2294,21.0,24.52380943,907.82,2/6/13,09739D100,16.9,104.918,41387900.0,2/1/13,1/1/13,51998,100.169431,0.75,7.762535211,0.819002953,18 - 20,Priced Above Range,8,47,105,1,19.84,-5.53,0,2014-02-06,365,success,-21.605440891184,24.4688923738041
99,BCML,BayCom Corp,-3.2,24.6,1.0,72.1358,10.7911,22.0,4.545454502,237.404,5/4/18,07272M107,0.9,60.2467,7823150.0,5/1/18,4/1/18,56512,100.6574226,2.25,3.818462099,0.415891693,21 - 23,Priced Within Range,3,9,70,1,23.07,4.86,1,2019-05-06,367,success,-5.73615003510512,3.26433658281347
100,BCSF,Bain Capital Specialty Finance,1.5,60.6,3.9,151.875,51.4821,20.25,-11.11111069,1042.51,11/15/18,05684B107,4.1,53.8677,34778200.0,11/1/18,10/1/18,56851,100.1040647,2.75,3.779995013,-0.334934852,20.25 - 21.25,Priced Within Range,3,24,37,0,9.72,-52.02,0,2019-11-15,365,success,-65.4413588226674,-12.1704860249406
101,BDSX,Biodesix Inc,19.6,-79.1,-63.5,72.0,26.2541,18.0,-28.83333397,472.574,10/28/20,09075X108,-1.0,10.0255,4220090.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,17 - 19,Priced Within Range,0,21,29,0,151.2,740.0,1,2021-10-28,365,success,700.142218248037,-25.304546074959
102,BE,Bloom Energy Corp,22.4,-16.9,-17.2,310.5,20.7,15.0,66.66666412,1591.0,7/25/18,93712107,-0.3,89.7984,161079000.0,7/1/18,7/1/18,56831,100.5899154,2.5,3.862981324,0.006746326,13 - 15,Priced Within Range,8,43,106,1,10.63,-29.13,0,2019-07-25,365,success,-35.2257737109373,65.7565036146831
103,BEAM,Beam Therapeutics Inc,215917.0,-714.9,-25.1,206.999,51.2513,17.0,10.29411793,871.272,2/6/20,07373V105,-1.0,83.3965,58768700.0,2/1/20,1/1/20,57279,99.15001442,2.25,3.567732608,0.274061813,15 - 17,Priced Within Range,0,21,29,1,116.16,583.29,1,2021-02-05,365,success,568.812362833136,9.961550639001
104,BEEM,Beam Global,44.9,-73.2,-22.2,13.8,4.3177,6.0,-9.333333015,25.9062,4/16/19,07373B109,-0.7,28.2639,2853400.0,4/1/19,4/1/19,57418,99.58445085,3.0,3.5977807,0.529500161,9-Sep,Priced Below Range,2,15,19,0,6.73,12.17,1,2020-04-15,365,success,14.2683398609585,-9.38426883367543
105,BFAM,Bright Horizons Family Solutio,15.8,4.0,2.1,255.53,64.3861,22.0,28.72727203,1416.49,1/25/13,109194100,3.7,108.386,62593000.0,1/1/13,1/1/13,51998,100.0401909,0.75,8.002806341,0.295730419,19 - 21,Priced Above Range,0,7,79,1,36.41,65.5,1,2014-01-27,367,success,43.8427364370088,28.1827238373042
106,BFH,Bread Financial Holdings Inc,-3.7,21.9,1.6,179.4,71.8615,12.0,16.66666603,862.34,6/8/01,18581108,31.0,103.143,51420200.0,6/1/01,4/1/01,46698,98.37369592,3.47,4.600539781,0.16882386,14-Dec,Priced Within Range,3,26,109,1,14.75,22.9,1,2002-06-10,367,success,42.2444819238828,17.6063979218757
107,BFIN,BankFinancial Corp,-10.2,14.9,0.5,244.66,0.0,10.0,36.0,0.0,6/24/05,06643P104,0.5,75.2904,9729150.0,6/1/05,4/1/05,50204,100.2962748,4.25,5.089785897,0.051440329,10-Oct,Priced Within Range,3,20,110,1,10.07,0.72,1,2006-06-26,367,success,-3.81435655887211,36.7628720988544
108,BG,Bunge Ltd,42.8,3.5,6.1,300.402,81.98,16.0,0.0,1311.68,8/2/01,N.A.,-20.5,107.546,161105000.0,8/1/01,7/1/01,46390,98.27919277,3.16,4.983653131,0.0,16 - 18,Priced Within Range,0,49,111,0,12.48,-22.02,0,2002-08-02,365,success,7.56672887159533,-0.396399939630077
109,BGFV,Big 5 Sporting Goods Corp,11.5,8.8,8.1,119.665,21.6785,13.0,1.307692289,281.82,6/25/02,08915P101,5.3,52.3314,11609400.0,6/1/02,4/1/02,46866,99.28163343,1.25,5.848524429,0.055617353,14 - 16,Priced Below Range,5,17,92,1,5.33,-59.0,0,2003-06-25,365,success,-59.5634437598846,2.97784667184261
110,BILL,Bill.com Holdings Inc,169.4,-50.8,-3.7,248.534,71.0279,22.0,61.36363602,1562.61,12/12/19,90043100,-0.1,118.438,125155000.0,12/1/19,10/1/19,58017,99.28850897,2.25,3.589843424,-0.090976953,19 - 21,Priced Above Range,1,5,81,1,143.43,551.95,1,2020-12-11,365,success,536.0358813541,60.5061134599499
111,BJ,BJ's Wholesale Club Holdings I,8.0,2.5,8.3,733.125,131.933,17.0,29.41176414,2242.86,6/28/18,05550J101,6.1,104.375,140978000.0,6/1/18,4/1/18,56512,100.6340823,2.5,4.03458096,0.15938757,15 - 17,Priced Within Range,5,17,113,1,26.4,55.29,1,2019-06-28,365,success,47.6101012230246,28.7938951459932
112,BKD,Brookdale Senior Living Inc,-22.0,-3.6,-1.4,241.923,64.9,19.0,33.84210587,1233.1,11/22/05,112463104,-0.5,116.482,217595000.0,11/1/05,10/1/05,50629,100.7991232,5.0,5.136890026,-0.803212851,17 - 19,Priced Within Range,0,0,114,1,42.53,123.84,1,2006-11-22,365,success,112.797603116919,33.3336782394447
113,BKU,BankUnited Inc,-8.9,44.6,0.9,900.45,101.322,27.0,5.185184956,2735.69,1/28/11,06652K103,13.5,111.795,86384400.0,1/1/11,1/1/11,50646,100.2239092,0.75,9.228517755,0.476323005,23 - 25,Priced Above Range,3,9,91,1,15.58,-42.3,0,2012-01-30,367,success,-45.5977176239265,6.9704376072267
114,BL,Blackline Inc,21.0,-27.0,-4.2,168.13,50.6211,17.0,39.41176605,860.559,10/28/16,09239B109,1.3,109.464,65434200.0,10/1/16,10/1/16,54714,99.43029734,1.0,4.98714224,0.124674851,16 - 17,Priced Within Range,1,5,81,1,34.82,104.82,1,2017-10-30,367,success,84.4104831165968,39.7225959865589
115,BLDR,Builders FirstSource Inc,132.4,8.6,25.1,225.4,32.6482,16.0,-3.5,522.37,6/22/05,12008R107,8.6,114.904,169111000.0,6/1/05,4/1/05,50204,100.2962748,4.25,5.089785897,0.051440329,15 - 17,Priced Within Range,8,47,102,0,15.9,-0.65,0,2006-06-22,365,success,-2.81166259365975,-3.52224932254491
116,BLKB,Blackbaud Inc,1.5,0.6,-1.4,74.5088,42.12,8.0,6.875,336.96,7/22/04,09227Q100,4.5,118.896,63130700.0,7/1/04,7/1/04,49243,100.8035013,2.25,5.557144436,-0.158144439,12-Oct,Priced Below Range,1,5,81,1,11.4,42.45,1,2005-07-22,365,success,30.3689294603074,6.60440715741485
117,BLMN,Bloomin' Brands Inc,30.0,5.2,3.2,202.331,121.103,11.0,12.81818199,1332.13,8/8/12,94235108,4.5,113.482,99630000.0,8/1/12,7/1/12,51684,99.62800078,0.75,8.170957946,0.556515818,13 - 15,Priced Below Range,5,17,33,1,19.05,73.22,1,2013-08-08,365,success,52.1633886903327,12.7560993543344
118,BMNM,Bimini Capital Management Inc,357.8,2.9,-4.1,83.375,15.0122,14.5,5.86206913,217.68,9/16/04,90319401,0.4,2.02237,207228.0,9/1/04,7/1/04,49243,100.6016182,2.75,5.442069061,0.211081794,13 - 15,Priced Within Range,3,24,37,1,74.41,413.2,1,2005-09-16,365,success,403.613889541611,5.58269668929125
119,BNL,Broadstone Net Lease Inc,19.0,26.7,2.4,629.0,0.0,17.0,-4.117647171,0.0,9/17/20,1.11E+207,1.6,54.14,93724300.0,9/1/20,7/1/20,56484,98.66695103,0.25,8.083785823,0.139274694,17 - 19,Priced Within Range,3,3,50,0,19.47,14.54,1,2021-09-17,365,success,-18.9329471062852,-3.27641059714736
120,BOC,Boston Omaha Corp,24.5,92.5,-4.7,97.0495,13.3072,13.0,1.538461566,172.994,6/16/17,101044105,0.2,78.9733,22620200.0,6/1/17,4/1/17,55057,99.9382068,1.75,4.359433085,0.090711101,14-Dec,Priced Within Range,4,19,117,1,22.06,69.69,1,2018-06-18,367,success,55.3324757178812,1.51009764589188
121,BOJA,Bojangles' Inc,2.9,13.1,9.5,169.337,35.9038,19.0,25.0,682.172,5/8/15,97488100,1.3,0.35246,132344.0,5/1/15,4/1/15,54021,100.231857,0.75,5.674303505,0.509723203,18 - 19,Priced Within Range,5,17,33,1,17.77,-6.47,0,2016-05-09,367,success,-3.37609082897931,23.6542098659004
122,BOOT,Boot Barn Holdings Inc,66.5,12.9,14.6,92.0,25.6794,16.0,9.0625,410.87,10/30/14,99406100,3.0,112.778,33620800.0,10/1/14,10/1/14,53464,100.8195993,0.75,5.895838862,-0.251227781,14 - 16,Priced Within Range,5,17,23,1,15.0,-6.25,0,2015-10-30,365,success,-11.047837858698,8.43948760557312
123,BOX,Box Inc,13.4,-4.7,-1.6,201.25,14.375,14.0,65.92857361,201.25,1/23/15,10316T104,1.5,93.9382,133693000.0,1/1/15,1/1/15,53806,100.6141113,0.75,5.715426963,-0.470589237,13-Nov,Priced Above Range,1,5,82,1,9.73,-30.5,0,2016-01-25,367,success,-21.5893708053936,66.4777258547795
124,BRKR,Bruker Corp,21.6,11.4,8.5,104.0,53.0,13.0,77.40384674,689.0,8/4/00,116794108,1.8,74.8864,110145000.0,8/1/00,7/1/00,46624,100.3264793,6.0,4.15367782,0.0,12-Oct,Priced Above Range,0,22,78,1,14.42,10.91,1,2001-08-06,367,success,27.4644520285042,76.6899351233513
125,BRX,Brixmor Property Group Inc,9.3,23.4,3.9,948.75,229.68,20.0,2.0,4593.6,10/30/13,11120U105,1.8,102.493,307391000.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,19 - 21,Priced Within Range,3,3,120,1,14.24,-28.79,0,2014-10-30,365,success,-41.3652126727929,2.48759232703633
126,BRY,Berry Corp,50.6,-1.9,12.6,182.609,81.3368,14.0,3.571428537,1138.72,7/26/18,08579X101,1.5,113.386,87043800.0,7/1/18,7/1/18,56831,100.5899154,2.5,3.862981324,0.006746326,15 - 17,Priced Below Range,2,28,43,1,6.33,-54.77,0,2019-07-26,365,success,-60.628449322505,3.87465814111387
127,BSBK,Bogota Financial Corp,21.2,31.6,0.7,56.577,13.1753,10.0,15.89999962,131.753,1/16/20,97235105,0.3,14.0584,1976530.0,1/1/20,1/1/20,57279,99.24447302,2.25,3.672894836,0.387976994,10-Oct,Priced Within Range,3,9,121,1,8.91,-10.9,0,2021-01-15,365,success,-25.7645843515274,15.0633443030865
128,BSM,Black Stone Minerals LP,4.8,50.6,33.9,427.5,95.1333,19.0,-4.0,1807.53,5/1/15,09225M101,1.2,17.2523,36127400.0,5/1/15,4/1/15,54021,100.231857,0.75,5.674303505,0.509723203,19 - 21,Priced Within Range,2,28,123,0,6.95,-63.41,0,2016-05-02,367,success,-61.8694159532525,-5.09230015155861
129,BSVN,Bank7 Corp,6.4,41.7,1.9,64.6,10.1125,19.0,0.473684222,192.137,9/20/18,06652N107,3.3,31.7043,2890080.0,9/1/18,7/1/18,56831,100.4151294,2.75,3.746935562,0.116202518,18 - 21,Priced Within Range,3,9,121,1,15.29,-19.52,0,2019-09-20,365,success,-22.114559037789,-0.310374973797338
130,BSY,Bentley Systems Inc,20.4,9.6,6.8,271.942,249.633,22.0,52.22727203,5491.93,9/23/20,08265T208,0.9,38.6559,106996000.0,9/1/20,7/1/20,56484,98.66695103,0.25,8.083785823,0.139274694,19 - 21,Priced Above Range,1,5,71,1,64.07,191.24,1,2021-09-23,365,success,156.723544668301,54.5994175249508
131,BURL,Burlington Stores Inc,61.7,4.3,2.3,260.666,73.6325,17.0,47.11764526,1251.75,10/2/13,122017106,12.5,119.0,78000500.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,14 - 16,Priced Above Range,5,17,23,1,39.54,132.59,1,2014-10-02,365,success,116.153080707383,47.1843122216519
132,BV,BrightView Holdings Inc,8.8,1.8,0.7,538.89,102.376,22.0,-2.727272749,2252.27,6/28/18,10948C107,1.4,98.3004,91419400.0,6/1/18,4/1/18,56512,100.6340823,2.5,4.03458096,0.15938757,22 - 25,Priced Within Range,0,7,124,0,18.71,-14.95,0,2019-06-28,365,success,-22.6298987769754,-3.34514174300682
133,BWB,Bridgewater Bancshares Inc,11.2,39.7,1.3,90.5338,30.0594,11.75,7.40425539,353.198,3/14/18,108621103,1.9,60.5178,16697500.0,3/1/18,1/1/18,56195,100.6306862,2.25,4.075548902,0.22611259,10.50 - 12.50,Priced Within Range,3,9,44,1,11.01,-6.3,0,2019-03-14,365,success,-8.53460226831693,7.97670761641414
134,BWP,Boardwalk Pipeline Partners LP,3.2,23.5,3.1,292.5,68.2561,19.5,-2.820512772,1330.99,11/9/05,96627104,2.5,0.329892,825709.0,11/1/05,10/1/05,50629,100.7991232,5.0,5.136890026,-0.803212851,18.50 - 20.50,Priced Within Range,2,2,2,0,16.24,-16.7,0,2006-11-09,365,success,-29.987178045392,-2.98956537028801
135,BX,Blackstone Inc,270.0,25.9,6.5,4753.33,234.668,31.0,13.0967741,7274.71,6/22/07,09260D107,5.5,67.8305,476022000.0,6/1/07,4/1/07,51705,101.934506,6.25,4.614935452,0.193797518,29 - 31,Priced Within Range,3,41,87,1,7.26,-76.6,0,2008-06-23,367,success,-65.969469656587,14.3863557396674
136,BXC,BlueLinx Holdings Inc,38.0,6.9,24.6,137.498,29.5,13.5,0.0,398.25,12/14/04,09624H208,15.0,99.6105,9000270.0,12/1/04,10/1/04,49623,100.4972747,3.25,5.46561248,-0.366492147,15 - 17,Priced Below Range,5,17,93,0,88.12,552.75,1,2005-12-14,365,success,548.097272701278,-0.392093868944943
137,BY,Byline Bancorp Inc,7.2,29.8,1.1,124.545,29.2469,19.0,5.526315689,555.691,6/30/17,124411109,1.9,50.7274,19011500.0,6/1/17,4/1/17,55057,99.9382068,1.75,4.359433085,0.090711101,19 - 21,Priced Within Range,3,9,44,1,20.77,9.29,1,2018-07-02,367,success,-2.79628162943652,5.37299250533557
138,BYND,Beyond Meat Inc,14.2,-39.1,-24.7,276.72,59.7518,25.0,163.0,1493.8,5/2/19,8.86E+112,-4.7,53.9962,34418400.0,5/1/19,4/1/19,57418,99.50838434,3.0,3.645931768,0.212875859,23 - 25,Priced Within Range,0,10,11,1,91.53,266.12,1,2020-05-01,365,success,265.366278008403,163.212398547146
139,CALD,Callidus Software Inc,22.4,-8.0,-4.8,80.5,22.4883,14.0,24.0714283,314.84,11/20/03,13123E500,0.6,0.365694,243042.0,11/1/03,10/1/03,48450,100.3145817,2.0,5.962766689,-0.27027027,14-Dec,Priced Within Range,1,5,5,1,4.42,-68.43,0,2004-11-19,365,success,-82.932009531226,24.9146343835628
140,CALX,Calix Inc,25.5,35.0,6.2,94.61,36.2975,13.0,16.15384674,471.87,3/24/10,13100M509,0.9,89.2726,58421200.0,3/1/10,1/1/10,50036,99.66080144,0.75,10.04712856,0.410628354,13-Nov,Priced Within Range,4,23,77,1,19.0,46.15,1,2011-03-24,365,success,34.9606706021216,16.7031771400523
141,CAPL,CrossAmerica Partners LP,85.2,0.6,3.4,138.0,8.425,20.0,1.149999976,168.5,10/25/12,22758A105,2.5,24.9219,9452620.0,10/1/12,10/1/12,51634,99.71850812,0.75,8.014015423,-0.038892514,19 - 21,Priced Within Range,2,29,46,1,8.6,-57.0,0,2013-10-25,365,success,-81.5440494927546,0.850445690285712
142,CARG,Cargurus Inc,72.5,-0.0161871,-5.0,172.96,78.5553,16.0,72.375,1256.88,10/12/17,141788109,0.8,114.816,118187000.0,10/1/17,10/1/17,55877,100.2302312,1.75,4.165125132,-0.06320421,13 - 15,Priced Above Range,4,8,9,1,42.86,167.88,1,2018-10-12,365,success,158.677473617162,72.5436752718675
143,CAVM,Cavium LLC,63.1,-7.0,-3.8,104.794,39.5705,13.5,21.85185242,534.2,5/2/07,14964U108,2.1,0.499194,349550.0,5/1/07,4/1/07,51705,101.897221,6.25,4.507395483,0.611071867,13-Dec,Priced Above Range,1,4,4,1,20.98,55.41,1,2008-05-01,365,success,62.4277616391374,21.2046079415737
144,CBNK,Capital Bancorp Inc,9.8,23.8,2.0,32.0375,13.4957,12.5,2.400000095,168.696,9/26/18,139737100,9.5,33.817,4753880.0,9/1/18,7/1/18,56831,100.4151294,2.75,3.746935562,0.116202518,12.50 - 14.50,Priced Within Range,3,9,10,1,13.29,6.28,1,2019-09-26,365,success,3.56489465523111,2.7289279101001
145,CBOE,Cboe Global Markets Inc,17.6,35.8,3.2,390.195,104.321,29.0,12.03448296,3025.31,6/15/10,12503M108,5.5,94.7116,100472000.0,6/1/10,4/1/10,50424,99.64372422,0.75,9.519523123,-0.097626708,27 - 29,Priced Within Range,3,26,128,1,19.33,-33.33,0,2011-06-15,365,success,-47.2957292928944,9.68506390192256
146,CBRE,CBRE Group Inc,16.4,6.6,10.1,460.357,68.614,19.0,-3.421052694,1303.67,6/10/04,12504L109,7.0,104.373,329764000.0,6/1/04,4/1/04,48905,100.8993806,2.25,5.646463306,0.317292438,20 - 22,Priced Below Range,3,34,130,0,12.98,-31.67,0,2005-06-10,365,success,-36.7911272171836,-3.87538654883518
147,CCB,Coastal Financial Corp/WA,56.1,25.1,1.2,47.5238,11.8308,14.5,13.10344791,171.547,7/18/18,19046P209,2.4,69.0688,8952720.0,7/1/18,7/1/18,56831,100.5899154,2.5,3.862981324,0.006746326,13 - 15,Priced Within Range,3,9,70,1,15.0,3.45,1,2019-07-18,365,success,-2.5451200085846,12.8873966600086
148,CCCC,C4 Therapeutics Inc,37.9,-183.2,-22.0,209.76,42.9852,19.0,34.15789413,816.719,10/2/20,12529R107,-1.8,89.5325,43832500.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,16 - 18,Priced Above Range,0,21,29,1,44.99,136.79,1,2021-10-04,367,success,108.146038389978,35.1156593491994
149,CCO,Clear Channel Outdoor Holdings,20.8,-19.3,-2.5,630.0,35.0,18.0,5.555555344,630.0,11/14/05,18453H106,-0.2,107.981,514050000.0,11/1/05,10/1/05,50629,100.7991232,5.0,5.136890026,-0.803212851,20 - 22,Priced Below Range,4,19,117,1,6.64,-63.09,0,2006-11-14,365,success,-75.016145507018,5.63330260836331
150,CCRN,Cross Country Healthcare Inc,100.4,7.8,32.4,152.734,31.02,17.0,19.8235302,527.34,10/25/01,227483104,-2.3,107.187,39976000.0,10/1/01,10/1/01,46400,98.29104909,2.02,5.413870464,-0.336511497,15 - 17,Priced Within Range,0,7,73,1,14.65,-13.82,0,2002-10-25,365,success,4.7193883867131,18.4514314465602
151,CCS,Century Communities Inc,33.3,11.8,17.2,103.04,21.4526,23.0,-7.608695507,493.41,6/18/14,156504300,-5.9,91.1056,28946400.0,6/1/14,4/1/14,52840,100.8107011,0.75,6.174444118,0.186212694,23 - 26,Priced Within Range,5,51,131,0,20.41,-11.26,0,2015-06-18,365,success,-18.3786246371309,-8.3805836257436
152,CDLX,Cardlytics Inc,42.9,-48.1,-8.6,75.6782,19.5196,13.0,2.846153736,253.755,2/9/18,14161W105,-1.2,106.789,35417400.0,2/1/18,1/1/18,56195,100.5687191,2.0,4.155353875,0.453468997,13 - 15,Priced Within Range,1,5,81,1,16.63,27.92,1,2019-02-11,367,success,24.5480532019719,1.35254470849128
153,CDNA,CareDx Inc,54.2,-10.3,-12.6,42.2,10.7243,10.0,-9.5,107.24,7/17/14,14167L103,-0.3,121.25,64913800.0,7/1/14,7/1/14,53340,100.8354317,0.75,6.275748001,-0.039019396,15 - 17,Priced Below Range,0,22,42,0,7.12,-28.8,0,2015-07-17,365,success,-36.4236342706873,-8.31659736274583
